MakeText,BodyColorText,ModelTypeText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,ModelText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
Mercedes-Benz,White, Classic,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,1151.0,anthrazit,99000,A 150,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,A 150 Classic,MERCEDES-BENZ A 150 Classic
Audi,White, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2004,Benzin,450,1153.0,schwarz,55000,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Audi,Blue, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,116.0,schwarz,79700,RS6,"""""""Ab MFK""""""",5,Automat,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Mercedes-Benz,Blue,CLK DTM AMG,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,2008,Benzin,582,118.0,schwarz,32500,null,"""""""Ab MFK""""""",4,Automatik-Getriebe,CLK DTM AMG,MERCEDES-BENZ CLK DTM AMG
BMW,Other, 4.6is,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,11,2002,Benzin,347,12.0,schwarz,26500,X5,"""""""Ab MFK""""""",5,Automat sequentiell,X5 4.6is,BMW X5 4.6is
Mercedes-Benz,Blue,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,120.0,anthrazit,14500,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Bentley,Blue,Brooklands,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1995,Benzin,245,121.0,null,39100,BROOKLANDS,"""""""Ab MFK""""""",5,Automat,Brooklands,BENTLEY Brooklands
Audi,Blue, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,125.0,mehrfarbig,114200,RS6,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",5,Automat,RS6 Avant 5.0 V10 quattro
BMW,Blue,i,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.3 l/100km,4,Hinterradantrieb,5,1998,Benzin,193,126.0,schwarz,26200,728,"""""""Ab MFK""""""",5,Automatik-Getriebe,728i,BMW 728i
Audi,Blue, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,127.0,schwarz,64500,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Mercedes-Benz,Blue,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,10,2003,Benzin,500,132.0,grau,49900,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Mercedes-Benz,Blue,,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,5,2011,Benzin,525,137.0,schwarz,31400,CLS 63 AMG,"""""""Ab MFK""""""",4,Automat sequentiell,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG
Audi,Other, 2.8 E,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,14.0,mehrfarbig,120200,Cabriolet,"""""""Ab MFK""""""",4,Automat,Cabriolet 2.8 E,AUDI Cabriolet 2.8 E
Renault,Blue, A5 Motor,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,93,144.0,schwarz,39267,Alpine A110,"""""""Ab MFK""""""",2,Schaltgetriebe,A5 Motor,RENAULT Alpine A110 A5 Motor
Mercedes-Benz,Blue, E 2.5-16 ABS,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,1990,Benzin,195,145.0,schwarz,162000,190,null,5,Schaltgetriebe manuell,190 E 2.5-16 ABS,MERCEDES-BENZ 190 E 2.5-16 ABS
BMW,Blue, Turbo,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,146.0,schwarz,7990,2002,"""""""Ab MFK""""""",4,Schaltgetriebe,Turbo,BMW 2002 Turbo
Lamborghini,Blue,Gallardo LP550-2 Cpé V.B.,Coupé,5204,Zuzwil,315 g/km,Occasion,G,13.3 l/100km,2,Hinterradantrieb,9,2009,Benzin,551,148.0,null,7300,GALLARDO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Gallardo LP550-2 Cpé V.B.,LAMBORGHINI Gallardo LP550-2 Cpé V.B.
Ferrari,Blue, Spider,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,149.0,rot,53500,F430,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,F430 Spider,FERRARI F430 Spider
Land Rover,Other,Range Rover 3.6 d HSE,SUV / Geländewagen,3628,Zuzwil,299 g/km,Occasion,G,11.3 l/100km,5,Allrad,2,2007,Diesel,272,15.0,grau,99900,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 3.6 d HSE,LAND ROVER Range Rover 3.6 d HSE
Mercedes-Benz,Blue,,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.4 l/100km,2,Hinterradantrieb,12,2001,Benzin,306,150.0,schwarz,116100,CL 500,"""""""Ab MFK""""""",4,Automat,CL 500,MERCEDES-BENZ CL 500
Maserati,Blue,Quattroporte 4.7 S,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,2,2009,Benzin,431,151.0,beige,96000,QUATTROPORTE,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",5,Automat sequentiell,Quattroporte 4.7 S
BMW,Blue,d Touring,Kombi,2993,Zuzwil,192 g/km,Occasion,null,7.2 l/100km,5,Hinterradantrieb,11,2004,Diesel,218,152.0,schwarz,108500,530,"""""""Ab MFK""""""",5,Automatik-Getriebe,530d Touring,BMW 530d Touring
BMW,Blue, 3.0i,SUV / Geländewagen,2979,Zuzwil,276 g/km,Occasion,null,11.4 l/100km,5,Allrad,10,2004,Benzin,231,157.0,beige,86200,X3,"""""""Ab MFK""""""",5,Automatik-Getriebe,X3 3.0i,BMW X3 3.0i
Mercedes-Benz,Blue, Elégance,Limousine,4196,Zuzwil,326 g/km,Occasion,null,14.3 l/100km,4,Hinterradantrieb,6,1996,Benzin,279,162.0,beige,26800,E 420,"""""""Ab MFK""""""",5,Automat,E 420 Elégance,MERCEDES-BENZ E 420 Elégance
Mercedes-Benz,Blue, Avantgarde,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1998,Benzin,354,164.0,schwarz,35000,E 55 AMG,"""""""Ab MFK""""""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
Lotus,Blue,Esprit 3.5 V8 SE,Coupé,3506,Zuzwil,366 g/km,Occasion,G,15.7 l/100km,2,Hinterradantrieb,7,2002,Benzin,354,167.0,schwarz,36700,ESPRIT,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Esprit 3.5 V8 SE,LOTUS Esprit 3.5 V8 SE
Subaru,Blue,Impreza 2.5T WRX,Limousine,2457,Zuzwil,244 g/km,Occasion,G,10.3 l/100km,4,Allrad,4,2006,Benzin,230,168.0,schwarz,161500,IMPREZA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Impreza 2.5T WRX,SUBARU Impreza 2.5T WRX
Land Rover,Other,Range Rover 4.4TD Vogue,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,17.0,beige,63200,RANGE ROVER,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",5,Automat sequentiell,Range Rover 4.4TD Vogue
Mercedes-Benz,Blue,,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,6,2006,Benzin,388,170.0,schwarz,48000,S 500,"""""""Ab MFK""""""",5,Automat sequentiell,S 500,MERCEDES-BENZ S 500
Renault,Blue, A310 1600 VG,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,174.0,anthrazit,59800,ALPINE,"""""""Ab MFK""""""",0,Schaltgetriebe,A310 1600 VG,RENAULT ALPINE A310 1600 VG
Ferrari,Blue, Modena Berlinetta,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,176.0,braun,8000,F360,"""""""Ab MFK""""""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
Mercedes-Benz,Blue,,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,9,2000,Benzin,306,177.0,grau,75100,CL 500,"""""""Ab MFK""""""",4,Automat,CL 500,MERCEDES-BENZ CL 500
Volvo,Blue, T5,Coupé,2319,Zuzwil,234 g/km,Occasion,null,9.8 l/100km,2,Vorderradantrieb,2,2001,Benzin,240,179.0,anthrazit,27900,C70,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,C70 T5,VOLVO C70 T5
Mercedes-Benz,Other, BLACK SERIES (Coupé),Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,18.0,schwarz,12100,C 63 AMG,"""""""Ab MFK""""""",2,Automatik-Getriebe,BLACK SERIES (Coupé),MERCEDES-BENZ C 63 AMG BLACK SERIES (Coupé)
Ferrari,Blue, Modena Berlinetta,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,182.0,schwarz,20700,F360,"""""""Ab MFK""""""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
Other,Blue, B7 Turbo Coupé,Coupé,2986,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,300,183.0,schwarz,150200,7 SERIES,null,4,Schaltgetriebe,B7 Turbo Coupé,BMW-ALPINA 7 SERIES B7 Turbo Coupé
Mercedes-Benz,Blue, McLaren Roadster,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,626,184.0,schwarz,2400,SLR,"""""""Ab MFK""""""",2,Automatik-Getriebe,McLaren Roadster,MERCEDES-BENZ SLR McLaren Roadster
Porsche,Blue,,Coupé,1984,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,125,185.0,null,47000,924,null,4,Schaltgetriebe manuell,924,PORSCHE 924
Other,Other, B8,Limousine,4617,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1999,Benzin,333,19.0,mehrfarbig,146500,3 SERIES,"""""""Ab MFK""""""",5,Schaltgetriebe,B8,BMW-ALPINA 3 SERIES B8
Mercedes-Benz,Blue,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,190.0,anthrazit,32500,SL 600,"""""""Ab MFK"""""," """"Tuning""""""",2,Automat,SL 600
Mitsubishi,Other,Lancer Evo VII,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Allrad,7,2003,Benzin,280,195.0,schwarz,35200,LANCER,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Lancer Evo VII,MITSUBISHI Lancer Evo VII
Mercedes-Benz,Other,,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,6,2000,Benzin,224,196.0,anthrazit,14100,S 320,"""""""Ab MFK""""""",5,Automat,S 320,MERCEDES-BENZ S 320
Mercedes-Benz,Other,,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,20.0,schwarz,47000,SL 55 AMG,"""""""Ab MFK""""""",2,Automat sequentiell,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
Porsche,Other, Turbo S Cabrio,Cabriolet,3800,Zuzwil,231 g/km,Neu,G,9.9 l/100km,2,Allrad,5,2014,Benzin,560,200.0,schwarz,450,911,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio
Mercedes-Benz,Other,,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,202.0,schwarz,99900,S 500,"""""""Ab MFK""""""",5,Automat,S 500,MERCEDES-BENZ S 500
Audi,Other, 4.2 quattro,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,203.0,grau,60000,A8,"""""""Ab MFK""""""",5,Automat sequentiell,A8 4.2 quattro,AUDI A8 4.2 quattro
Ferrari,Other, Modena Berlinetta,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,205.0,null,30300,F360,"""""""Ab MFK""""""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
Bentley,Other,T 2,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,206.0,mehrfarbig,175100,null,"""""""Ab MFK""""""",5,Automatik-Getriebe,T 2,BENTLEY T 2
Audi,Other, Avant 2.7 T q.Ambiente,Kombi,2671,Zuzwil,283 g/km,Occasion,null,11.8 l/100km,5,Allrad,9,1999,Benzin,230,209.0,beige,171700,A6,"""""""Ab MFK""""""",5,Automatik-Getriebe,A6 Avant 2.7 T q.Ambiente,AUDI A6 Avant 2.7 T q.Ambiente
Ferrari,Other,,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2005,Benzin,486,210.0,schwarz,29300,F430,"""""""Ab MFK""""""",2,Automatik-Getriebe,F430,FERRARI F430
Maserati,Brown,Quattroporte 4.2 Sport GT,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,211.0,schwarz,80000,QUATTROPORTE,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT
Bentley,Yellow,Continental FlyingSpur6.0,Limousine,5998,Zuzwil,423 g/km,Occasion,G,17.7 l/100km,4,Allrad,3,2006,Benzin,560,214.0,beige,35000,CONTINENTAL,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",5,Automat,Continental FlyingSpur6.0
Rolls-Royce,Yellow, Cabrio,Cabriolet,6747,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1987,Benzin,0,216.0,schwarz,19720,CORNICHE,"""""""Ab MFK""""""",4,Automatik-Getriebe,Cabrio,ROLLS-ROYCE CORNICHE Cabrio
Other,Yellow,Tacuma 2000i CDX,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,219.0,grau,103000,TACUMA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Tacuma 2000i CDX,DAEWOO Tacuma 2000i CDX
Renault,Other, 1600S Gruppe 5 look,Coupé,1565,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1971,null,170,22.0,schwarz,19200,Alpine A110,"""""""Rennwagen""""""",2,Schaltgetriebe,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look
Porsche,Yellow, Turbo S Cabrio PDK,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,530,220.0,schwarz,28000,911,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK
Maserati,Yellow,,Coupé,3217,Zuzwil,388 g/km,Occasion,null,15.6 l/100km,2,Hinterradantrieb,3,2000,Benzin,370,222.0,schwarz,64600,3200 GT,"""""""Ab MFK""""""",4,Automatik-Getriebe,3200 GT,MASERATI 3200 GT
Mercedes-Benz,Yellow, CDI,Limousine,3996,Zuzwil,253 g/km,Occasion,G,9.6 l/100km,4,Hinterradantrieb,4,2001,Diesel,250,223.0,beige,42000,S 400,"""""""Ab MFK""""""",5,Automat,S 400 CDI,MERCEDES-BENZ S 400 CDI
Ferrari,Yellow,M GT,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,5,1999,Benzin,442,224.0,null,49000,456,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,456M GT,FERRARI 456M GT
Mercedes-Benz,Yellow, E 2.5-16 Evo II ABS,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,226.0,schwarz,89700,190,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,190 E 2.5-16 Evo II ABS,MERCEDES-BENZ 190 E 2.5-16 Evo II ABS
Toyota,Yellow, 2000 GLi Super Liftback,Limousine,1994,Safenwil,null,Oldtimer,null,null,4,Vorderradantrieb,5,1985,Benzin,105,228.0,blau,58100,CAMRY,"""""""Ab MFK""""""",0,Automatik-Getriebe,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback
Porsche,Yellow,Cayenne Turbo S,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2006,Benzin,521,229.0,schwarz,91600,CAYENNE,"""""""Ab MFK""""""",5,Automat,Cayenne Turbo S,PORSCHE Cayenne Turbo S
Porsche,Other,Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,3,2003,Benzin,450,23.0,schwarz,121000,CAYENNE,"""""""Ab MFK""""""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
Chrysler,Yellow,Viper RT/10,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,230.0,grau,28600,VIPER,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Viper RT/10,CHRYSLER Viper RT/10
Mercedes-Benz,Yellow,,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,4,1999,Benzin,224,231.0,schwarz,128000,S 320,"""""""Ab MFK""""""",5,Automat,S 320,MERCEDES-BENZ S 320
Toyota,Yellow, 2.0,Coupé,1997,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1990,Benzin,156,232.0,schwarz,135800,MR2,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,MR2 2.0,TOYOTA MR2 2.0
Ferrari,Yellow,Testarossa,Coupé,4941,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1989,Benzin,380,233.0,beige,31700,TESTAR./512,null,2,Schaltgetriebe manuell,Testarossa,FERRARI Testarossa
Chevrolet,Gold,Corvette ZR1,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2010,Benzin,647,234.0,schwarz,13000,CORVETTE,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Corvette ZR1,CHEVROLET Corvette ZR1
Ruf,Gold,CTR,Coupé,3400,Zuzwil,null,Occasion,null,null,2,null,1,1990,Benzin,469,236.0,blau,46000,null,"""""""Ab MFK""""""",2,null,CTR,RUF CTR
Daimler,Gold,Six 4.0,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1996,Benzin,241,238.0,beige,94800,XJ,"""""""Ab MFK""""""",5,Automat,Six 4.0,DAIMLER Six 4.0
Porsche,Other, Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2001,Benzin,420,240.0,schwarz,25900,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
Porsche,Other, Carrera Cabrio,Cabriolet,3596,Zuzwil,270 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,6,2005,Benzin,325,241.0,schwarz,20400,911,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
Jaguar,Other,S-Type 4.2 V8 S/C R,Limousine,4196,Zuzwil,314 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,2002,Benzin,396,247.0,schwarz,32900,S-TYPE,"""""""Ab MFK""""""",5,Automat,S-Type 4.2 V8 S/C R,JAGUAR S-Type 4.2 V8 S/C R
Maserati,Other,Spyder GT,Cabriolet,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,5,2002,Benzin,390,248.0,anthrazit,63000,SPYDER GT,"""""""Ab MFK""""""",2,Automatik-Getriebe,Spyder GT,MASERATI Spyder GT
Audi,Other, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,25.0,schwarz,32800,RS6,"""""""Ab MFK"""""," """"Tuning""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro
Maserati,Other,Quattroporte 4.2,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,400,251.0,beige,46050,QUATTROPORTE,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
Chevrolet,Other,,Coupé,5730,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1981,Benzin,0,254.0,rot,27700,CORVETTE,"""""""Ab MFK""""""",2,Automatik-Getriebe,null,CHEVROLET CORVETTE
Maserati,Other,Spyder GT,Cabriolet,4244,Zuzwil,430 g/km,Occasion,G,18.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,255.0,beige,88500,SPYDER GT,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Spyder GT,MASERATI Spyder GT
Lancia,Other,Delta HF Integrale Evo,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1992,Benzin,177,259.0,mehrfarbig,155000,DELTA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo
Mercedes-Benz,Other,,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,26.0,grau,48700,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Mercedes-Benz,Other,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,265.0,anthrazit,20000,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Austin-Healey,Other,100/Six BN6 Roadster,Cabriolet,2912,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1959,Benzin,130,267.0,schwarz,16900,null,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,100/Six BN6 Roadster,AUSTIN-HEALEY 100/Six BN6 Roadster
Porsche,Other, Carrera S Cabrio,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,270.0,schwarz,29500,911,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio
Porsche,Other, Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2003,Benzin,420,272.0,blau,63300,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
Toyota,Other,Celica 2800 i Supra,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,274.0,grau,158000,CELICA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra
Porsche,Other,Panamera Turbo 4.8,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,279.0,schwarz,47500,PANAMERA,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8
BMW,Other,i Touring,Kombi,4398,Zuzwil,308 g/km,Occasion,G,13.0 l/100km,5,Hinterradantrieb,1,1998,Benzin,286,281.0,schwarz,85800,540,"""""""Ab MFK""""""",5,Automat,540i Touring,BMW 540i Touring
Maserati,Other,Coupé GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,283.0,braun,114800,COUPÉ GT,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,Coupé GT,MASERATI Coupé GT
Lamborghini,Other,Huracan LP610-4 Coupé,Coupé,5204,Zuzwil,290 g/km,Neu,G,12.5 l/100km,2,Allrad,7,2015,Benzin,610,284.0,schwarz,300,HURACAN,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",2,Automatisiertes Schaltgetriebe,Huracan LP610-4 Coupé
Fiat,Other,Punto 1.8 16V HGT,Kleinwagen,1747,Zuzwil,197 g/km,Occasion,G,8.3 l/100km,3,Vorderradantrieb,5,2004,Benzin,131,286.0,anthrazit,75200,PUNTO,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Punto 1.8 16V HGT,FIAT Punto 1.8 16V HGT
Other,Other,Therry T22,Wohnkabine,2198,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,4,2014,Diesel,131,29.0,mehrfarbig,200,null,"""""""Ab MFK""""""",4,Schaltgetriebe,Therry T22,GIOTTILINE Therry T22
Mercedes-Benz,Other,,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,7,2001,Benzin,360,293.0,schwarz,205500,S 55 AMG,"""""""Ab MFK""""""",5,Automat,S 55 AMG,MERCEDES-BENZ S 55 AMG
Audi,Other, Coupé 4.2,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,6,2007,Benzin,420,294.0,schwarz,65000,R8,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,R8 Coupé 4.2,AUDI R8 Coupé 4.2
Mercedes-Benz,Other, Black Series,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,295.0,schwarz,36000,CLK 63 AMG,"""""""Ab MFK""""""",2,Automat sequentiell,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series
Bentley,Other,Continental GTC 6.0,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,2,2007,Benzin,560,296.0,mehrfarbig,58000,CONTINENTAL,"""""""Ab MFK""""""",4,Automat,Continental GTC 6.0,BENTLEY Continental GTC 6.0
